Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score,team_size_grown,Investors_count
144,1,2012.0,2.0,0.0,19,0,31,-1,4,20,7,6379489.0,21,2,0.0,1.0,2.0,1.0,2.0,30.0,0,0.0,2,1,2,0,0,0,0,2,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,2,0,1,0,0,1,0,18.0,7,0,0,2,500.0,1,0.0,0.0,0.0,1,50.0,0,10.0,1,2,1,0,1,1,0,0,0,0,0,0,0,2518863.0,1,0,0,2.0,2,10.0,30.0,99,1,8.0,6.966666667,1,0,9.027777778,0.0,0.0,50.0,0.0,9.027777778,23.61111111,0.0,5.555555556,2.777777778,0.0,0.0,0.0,0.0,0.0,0,0.0
146,1,2012.0,2.0,63.0,56,141,4,2,0,19,107,600000.0,21,2,3.0,0.0,2.0,0.0,3.0,6.0,0,0.0,1,0,1,1,1,0,0,2,1,0,0,0,1,3,0,1,0,1,0,0,1,1,1,1,1,0,0,0,2,0,1,0,1,2,1,21.0,124,0,1,1,500.0,2,0.0,0.0,0.0,2,0.0,1,25.0,1,1,1,0,1,1,0,0,0,0,0,0,1,3743293.0,0,1,0,4.0,0,0.0,6.0,36,1,12.0,12.0,4,1,16.66666667,0.0,0.0,0.0,11.11111111,5.555555556,27.77777778,0.0,5.555555556,5.555555556,11.11111111,0.0,11.11111111,5.555555556,1.0,1,3.0
147,1,2012.0,2.0,1193.0,56,322,13,2,0,62,73,1000000.0,21,2,2.0,0.0,2.0,0.0,2.0,15.0,0,0.0,0,0,0,1,1,1,1,2,1,1,0,1,1,3,0,1,0,1,0,0,1,1,0,1,1,1,0,0,2,0,2,2,0,1,0,18.0,51,0,0,1,500.0,1,0.0,1.0,1.0,1,240.0,0,37.0,1,1,1,1,1,1,0,0,0,0,0,0,0,14785.0,1,1,0,2.0,1,2.0,15.0,48,1,20.0,20.0,1,1,16.66666667,5.555555556,0.0,33.33333333,0.0,5.555555556,27.77777778,0.0,5.555555556,5.555555556,0.0,0.0,0.0,0.0,4.0,1,2.0
148,1,2011.0,3.0,207.0,33,286,13,5,0,42,52,3200000.0,21,2,6.0,3.0,3.0,2.0,3.0,18.0,1,1.0,0,0,2,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,2,2,0,1,0,18.0,25,1,1,2,500.0,1,1.0,1.0,1.0,2,62.0,1,10.0,2,1,1,0,2,1,1,1,0,1,0,0,0,751103.0,0,0,1,3.0,2,0.0,9.0,97,1,2.0,7.188888889,0,1,8.333333333,3.703703704,15.74074074,7.407407407,0.0,3.703703704,12.03703704,15.74074074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6.0
149,0,2012.0,2.0,13.0,75,319,31,0,0,20,275,1000000.0,21,2,1.0,3.0,2.0,1.0,1.0,31.0,0,0.0,3,0,0,0,0,0,0,1,0,3,0,3,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,1,1,21.0,55,1,1,1,222.0,2,0.0,0.0,1.0,2,44.0,0,7.0,1,2,0,1,2,1,0,1,0,0,0,0,2,7020276.0,0,0,1,3.0,2,2.0,18.0,48,1,1.0,4.45,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0
150,1,2010.0,4.0,388.0,18,224,36,1,4,108,113,15500000.0,21,2,0.0,4.0,3.0,3.0,6.0,37.0,1,2.0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,2,0,2,0,1,0,0,18.0,25,1,1,2,500.0,0,0.0,1.0,1.0,2,222.0,1,50.0,0,0,1,0,2,1,1,1,1,1,0,0,0,82868.0,0,0,0,3.0,2,4.0,12.33,72,1,1.0,16.62222222,3,1,4.074074074,0.0,33.33333333,8.148148148,1.851851852,3.703703704,37.03703704,4.074074074,5.555555556,2.222222222,0.0,0.0,0.0,0.0,9.0,1,0.0
151,1,2008.0,6.0,-96.0,56,108,52,3,4,136,138,3500000.0,21,2,0.0,2.0,5.0,5.0,10.0,55.0,1,2.0,0,0,0,0,0,1,1,2,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,2,0,1,0,1,2,1,21.0,65,1,1,1,500.0,0,0.0,0.0,0.0,0,135.0,0,50.0,0,2,1,0,2,1,1,1,0,1,0,0,0,333844.0,0,0,0,2.0,0,1.0,11.0,99,1,45.0,6.433333333,3,2,5.555555556,0.0,50.0,8.333333333,2.777777778,2.777777778,19.44444444,2.777777778,8.333333333,0.0,0.0,0.0,0.0,0.0,6.0,1,0.0
152,1,2012.0,2.0,0.0,65,285,31,-25,0,20,7,6379489.0,21,2,1.0,0.0,3.0,0.0,3.0,6.0,0,0.0,1,0,2,1,1,0,0,2,0,1,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,1,21.0,65,1,0,1,500.0,2,0.0,1.0,1.0,2,113.0,0,23.0,2,2,0,0,1,1,0,0,0,1,0,0,0,2518863.0,1,0,1,4.0,2,0.0,6.0,7,1,12.0,12.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1.0
153,0,2005.0,9.0,0.0,122,0,31,-23,0,6,7,6379489.0,21,2,0.0,1.0,1.0,2.0,3.0,8.0,0,0.0,3,1,1,1,1,0,0,2,0,2,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,1,1,0,0,2,0,18.0,62,0,1,2,500.0,2,1.0,1.0,1.0,2,125.0,1,49.0,0,2,1,1,1,1,1,0,0,1,0,0,1,2518863.0,0,1,0,3.0,2,0.0,1.0,48,0,1.0,1.0,1,2,16.66666667,0.0,0.0,16.66666667,0.0,0.0,16.66666667,16.66666667,33.33333333,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0
154,1,2012.0,2.0,32.0,56,127,12,-2,0,20,90,1200000.0,21,2,0.0,9.0,4.0,0.0,6.0,10.0,0,0.0,2,1,1,1,1,0,0,2,1,2,1,0,1,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,1,21.0,25,1,1,1,500.0,0,0.0,0.0,1.0,2,225.0,1,12.0,1,1,1,0,2,1,0,1,0,1,0,0,2,1559939.0,1,0,1,3.0,1,0.0,10.0,52,1,1.0,1.0,1,1,20.0,0.0,0.0,30.0,0.0,10.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0,9.0
155,1,2012.0,2.0,40.0,56,155,5,1,4,19,181,455000.0,21,2,2.0,0.0,2.0,0.0,2.0,6.0,0,0.0,3,0,0,0,0,1,0,0,1,2,1,0,1,3,0,1,0,1,0,0,1,1,0,1,1,1,0,0,2,0,1,0,0,2,1,21.0,65,1,1,1,500.0,0,0.0,1.0,1.0,1,68.0,1,30.0,1,1,0,0,1,1,0,1,0,0,0,0,2,8334266.0,0,0,0,2.0,2,0.0,6.0,28,1,16.0,16.0,0,1,0.0,5.882352941,17.64705882,0.0,0.0,35.29411765,0.0,0.0,0.0,0.0,0.0,0.0,41.17647059,0.0,5.0,1,2.0
157,1,2011.0,3.0,603.0,32,68,95,1,2,17,10,8100000.0,21,2,0.0,15.0,4.0,8.0,8.0,96.0,1,4.0,0,0,1,1,1,0,0,2,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,1,2,2,0,1,0,18.0,7,0,0,2,500.0,2,0.0,0.0,1.0,1,82.0,0,16.0,0,0,1,0,2,1,0,1,0,1,0,0,0,2725.0,1,1,1,4.0,0,0.0,48.0,135,1,10.0,9.077777778,0,1,8.465608466,4.603174603,11.37566138,56.4021164,0.0,6.613756614,0.0,4.232804233,1.851851852,6.455026455,0.0,0.0,0.0,0.0,5.0,1,0.0
158,0,2007.0,7.0,0.0,73,0,31,-29,0,10,7,6379489.0,21,2,0.0,1.0,2.0,0.0,2.0,2.0,0,0.0,3,0,2,0,0,0,0,2,0,2,0,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,2,1,21.0,65,0,1,1,500.0,1,0.0,0.0,1.0,1,69.0,0,24.0,1,1,0,0,2,1,0,1,1,0,1,1,1,2518863.0,0,0,0,3.0,0,1.0,0.3,48,0,1.0,1.0,1,0,11.11111111,0.0,5.555555556,16.66666667,5.555555556,5.555555556,38.88888889,5.555555556,5.555555556,0.0,0.0,0.0,0.0,5.555555556,1.0,0,0.0
159,1,2012.0,2.0,65.0,1,25,8,-2,0,20,70,714205.0,21,2,0.0,3.0,2.0,0.0,2.0,6.0,0,0.0,1,0,0,0,0,0,1,1,0,0,1,1,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,2,0,18.0,112,1,1,2,500.0,2,0.0,0.0,0.0,2,1.0,0,25.0,2,2,1,0,2,1,0,0,0,0,0,0,1,4621889.0,0,1,0,4.0,0,0.0,3.0,39,1,1.0,8.383333333,1,1,5.882352941,5.882352941,35.29411765,0.0,5.882352941,5.882352941,5.882352941,17.64705882,0.0,17.64705882,0.0,0.0,0.0,0.0,7.0,0,0.0
160,1,2009.0,5.0,73.0,2,262,31,5,4,92,121,8000000.0,21,2,0.0,3.0,2.0,0.0,3.0,36.0,0,2.0,0,0,1,1,1,0,1,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,2,0,18.0,109,1,1,2,500.0,2,0.0,0.0,0.0,0,0.0,0,25.0,2,2,1,0,2,1,0,0,0,0,0,0,1,434839.0,0,1,0,4.0,0,3.0,9.0,134,1,18.0,14.26666667,0,1,8.660130719,0.0,20.09803922,5.882352941,5.555555556,2.941176471,25.98039216,2.941176471,22.22222222,2.777777778,0.0,0.0,0.0,2.941176471,7.0,1,0.0
161,1,2010.0,4.0,359.0,97,82,297,0,4,33,93,30000000.0,21,2,4.0,0.0,1.0,1.0,10.0,297.0,0,1.0,0,0,0,1,1,0,1,2,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,2,0,18.0,105,1,1,1,500.0,2,0.0,0.0,0.0,0,0.0,1,25.0,2,2,1,0,2,2,1,0,0,1,0,0,0,257071.0,0,1,0,3.0,2,0.0,99.0,104,1,11.0,7.8,1,1,11.76470588,0.0,35.29411765,5.882352941,5.882352941,0.0,29.41176471,5.882352941,0.0,0.0,0.0,0.0,0.0,5.882352941,6.0,0,4.0
162,1,2012.0,2.0,89.0,103,285,6,-2,0,20,37,28000.0,12,0,0.0,1.0,2.0,0.0,2.0,4.0,0,0.0,2,0,2,0,0,0,1,2,0,3,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,21.0,102,0,0,1,500.0,2,0.0,0.0,0.0,2,0.0,1,16.0,1,1,1,0,1,1,1,0,0,0,0,0,1,1541266.0,0,0,0,3.0,2,0.0,4.0,5,1,1.0,1.0,1,1,10.0,0.0,5.0,15.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0,1.0
163,1,2009.0,5.0,127.0,36,311,45,1,4,32,68,6379489.0,12,0,2.0,0.0,2.0,0.0,1.0,46.0,0,0.0,0,0,1,0,0,0,0,1,0,3,0,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,1,0,18.0,112,1,1,2,500.0,2,0.0,0.0,0.0,2,1.0,1,25.0,1,1,0,0,1,1,1,0,0,0,0,0,1,1327504.0,0,0,0,3.0,2,0.0,11.5,48,1,20.0,12.0,1,1,11.76470588,0.0,5.882352941,23.52941176,23.52941176,5.882352941,11.76470588,0.0,11.76470588,5.882352941,0.0,0.0,0.0,0.0,7.0,1,2.0
164,1,2011.0,3.0,359.0,99,187,19,11,1,94,233,6379489.0,12,0,0.0,1.0,2.0,0.0,3.0,30.0,0,0.0,0,0,1,1,1,0,1,2,0,3,0,3,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,18.0,99,1,1,1,500.0,2,0.0,0.0,0.0,2,4.0,0,2.0,2,1,0,1,1,1,0,0,0,0,0,0,1,382303.0,0,0,0,3.0,2,0.0,15.0,48,1,27.0,27.0,4,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0
165,1,2010.0,4.0,511.0,2,123,14,-6,0,144,88,3000000.0,3,1,1.0,1.0,5.0,0.0,8.0,8.0,0,0.0,1,0,1,1,1,0,1,2,0,0,1,2,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,1,21.0,146,1,1,2,500.0,2,0.0,0.0,0.0,2,8.0,0,24.0,2,2,0,0,1,1,1,0,0,0,0,0,1,245886.0,0,0,0,4.0,2,0.0,2.66,95,1,1.0,1.0,2,1,7.692307692,7.692307692,61.53846154,7.692307692,0.0,0.0,7.692307692,0.0,7.692307692,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0
166,1,2012.0,2.0,316.0,81,249,31,19,4,164,71,6379489.0,7,1,1.0,0.0,2.0,0.0,5.0,50.0,1,0.0,1,0,1,1,1,0,1,1,1,2,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,2,0,1,2,1,1,0,18.0,31,0,1,2,409.0,0,1.0,0.0,0.0,2,3.0,1,14.0,1,1,0,1,1,1,0,0,0,1,0,0,1,20238024.0,0,0,0,3.0,0,0.0,50.0,48,1,12.0,12.0,1,0,8.333333333,0.0,0.0,50.0,0.0,8.333333333,16.66666667,8.333333333,0.0,8.333333333,0.0,0.0,0.0,0.0,0.0,1,1.0
168,1,2012.0,2.0,40.0,101,244,31,0,0,116,64,110000.0,17,1,1.0,0.0,0.0,1.0,1.0,31.0,0,0.0,2,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,2,1,1,0,1,1,1,21.0,68,0,0,0,345.0,0,0.0,0.0,1.0,2,8.0,1,22.0,2,1,1,0,1,1,0,0,1,0,0,1,1,4386057.0,1,1,0,2.0,2,0.0,18.0,14,1,7.0,7.0,1,0,6.25,0.0,0.0,56.25,6.25,0.0,0.0,0.0,6.25,25.0,0.0,0.0,0.0,0.0,0.0,0,1.0
169,1,2012.0,2.0,89.0,103,310,11,-1,4,126,191,600000.0,9,1,1.0,0.0,2.0,0.0,2.0,10.0,0,0.0,1,0,2,1,1,0,1,2,1,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,2,0,1,0,1,1,0,18.0,68,0,0,0,500.0,1,1.0,0.0,0.0,2,0.0,1,18.0,1,1,0,0,1,2,1,0,1,0,0,0,1,1633729.0,1,1,0,2.0,2,0.0,5.0,36,1,12.0,12.0,0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1.0
170,1,2011.0,3.0,157.0,87,285,10,3,4,111,106,6379489.0,10,1,2.0,1.0,4.0,0.0,1.0,13.0,1,2.0,1,0,2,1,1,0,0,1,1,2,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,21.0,33,1,1,1,457.0,0,0.0,1.0,1.0,2,0.0,1,29.0,0,2,1,0,1,2,0,0,0,1,0,0,1,456198.0,0,1,1,3.0,2,4.0,6.5,48,1,8.0,4.333333333,0,1,16.66666667,5.555555556,5.555555556,0.0,5.555555556,22.22222222,5.555555556,5.555555556,0.0,0.0,0.0,16.66666667,5.555555556,11.11111111,2.0,1,3.0
171,1,2013.0,1.0,224.0,56,174,31,-21,0,141,119,450000.0,10,1,3.0,0.0,3.0,0.0,3.0,10.0,0,0.0,1,0,2,1,1,0,1,1,1,2,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,2,0,1,2,1,1,1,21.0,65,1,1,1,500.0,0,1.0,0.0,0.0,2,88.0,1,18.0,0,2,1,0,2,2,0,0,1,1,0,0,1,1075438.0,1,1,0,3.0,1,9.0,10.0,27,1,9.0,2.0,0,2,8.585858586,6.060606061,3.03030303,20.70707071,0.0,2.777777778,8.333333333,2.777777778,5.555555556,5.808080808,0.0,0.0,3.03030303,0.0,1.0,0,3.0
172,1,2009.0,5.0,-19.0,25,90,20,30,0,107,271,3600000.0,20,1,3.0,1.0,2.0,0.0,5.0,50.0,0,0.0,2,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,1,1,0,18.0,11,1,1,2,146.0,2,1.0,0.0,0.0,2,0.0,1,24.0,2,1,1,0,2,2,0,0,1,0,0,0,1,1725737.0,1,1,0,4.0,2,0.0,12.5,100,1,4.0,13.06666667,4,1,5.882352941,0.0,46.63865546,7.142857143,7.142857143,5.882352941,10.08403361,2.941176471,7.142857143,7.142857143,0.0,0.0,0.0,0.0,7.0,1,3.0
173,1,2012.0,2.0,138.0,120,48,5,45,0,19,33,2100000.0,20,1,0.0,1.0,3.0,3.0,3.0,50.0,0,0.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,2,0,1,0,1,1,1,21.0,65,1,1,1,500.0,0,1.0,0.0,0.0,2,0.0,1,51.0,1,1,0,0,1,2,0,0,1,0,0,0,1,2522474.0,0,0,0,3.0,2,0.0,50.0,79,1,18.0,18.0,0,1,16.66666667,5.555555556,5.555555556,0.0,5.555555556,16.66666667,33.33333333,11.11111111,0.0,5.555555556,0.0,0.0,0.0,0.0,5.0,1,0.0
174,1,2011.0,3.0,205.0,50,276,10,0,0,17,157,15000.0,20,1,2.0,0.0,2.0,1.0,1.0,10.0,0,0.0,1,0,2,1,0,1,0,1,1,2,0,2,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,2,0,1,2,1,1,1,21.0,121,1,1,0,500.0,0,1.0,1.0,0.0,2,470.0,1,27.0,0,1,1,1,1,2,0,0,1,0,0,0,1,3784917.0,0,1,0,3.0,2,19.0,5.0,1,1,16.0,16.0,0,1,16.66666667,5.555555556,16.66666667,16.66666667,16.66666667,5.555555556,11.11111111,0.0,11.11111111,0.0,0.0,0.0,0.0,0.0,3.0,0,2.0
175,1,2010.0,4.0,35.0,123,0,7,43,0,15,7,6379489.0,20,1,0.0,1.0,3.0,0.0,1.0,50.0,0,0.0,1,0,2,0,0,0,0,2,1,2,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,2,1,1,1,21.0,87,0,1,1,500.0,2,1.0,1.0,1.0,2,400.0,1,0.0,0,1,0,0,1,2,0,0,0,0,0,0,1,5506308.0,0,0,0,1.0,1,21.0,16.6,48,1,1.0,1.0,0,1,5.555555556,16.66666667,5.555555556,22.22222222,0.0,11.11111111,22.22222222,0.0,5.555555556,11.11111111,0.0,0.0,0.0,0.0,1.0,1,0.0
176,1,2011.0,3.0,59.0,75,72,7,3,0,17,117,400000.0,20,1,2.0,0.0,3.0,0.0,1.0,10.0,0,0.0,2,0,1,0,0,1,1,2,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,1,21.0,28,1,1,0,500.0,2,1.0,1.0,0.0,2,124.0,1,51.0,1,2,0,0,1,1,0,0,0,0,0,0,1,22246.0,1,1,0,2.0,1,11.0,5.0,25,1,24.0,24.0,0,1,18.75,6.25,0.0,0.0,6.25,0.0,18.75,0.0,12.5,6.25,0.0,6.25,12.5,12.5,1.0,1,2.0
177,1,2013.0,1.0,133.0,79,285,5,5,0,21,191,6379489.0,20,1,1.0,0.0,0.0,0.0,4.0,10.0,0,0.0,2,0,0,0,0,0,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,2,1,21.0,12,1,0,1,500.0,2,1.0,1.0,0.0,2,160.0,1,18.0,0,2,0,0,1,2,0,0,1,0,0,0,1,8709224.0,0,1,0,2.0,2,13.0,10.0,48,1,1.0,1.0,0,2,20.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,2.0,1,1.0
179,1,2010.0,4.0,131.0,56,316,4,6,0,124,137,6379489.0,20,1,2.0,0.0,1.0,0.0,2.0,10.0,1,0.0,1,0,2,1,1,0,1,2,1,2,0,2,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,0,0,1,1,21.0,113,0,1,2,500.0,1,0.0,0.0,0.0,2,6.0,1,25.0,2,1,0,1,2,2,0,0,0,0,0,0,1,1936207.0,0,1,0,2.0,2,0.0,3.3,48,1,45.0,45.0,2,1,5.882352941,11.76470588,64.70588235,0.0,0.0,0.0,5.882352941,0.0,0.0,11.76470588,0.0,0.0,0.0,0.0,4.0,1,2.0
180,1,2010.0,4.0,357.0,112,144,14,36,4,15,279,1500000.0,20,1,5.0,2.0,2.0,0.0,6.0,50.0,1,0.0,3,0,2,1,1,0,1,2,1,3,0,3,0,3,1,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,2,0,18.0,121,1,0,2,500.0,2,0.0,0.0,0.0,0,0.0,1,8.0,1,1,0,0,1,2,1,0,0,0,0,0,1,14054.0,0,1,0,1.0,1,5.0,16.6,56,1,12.0,10.6,0,1,0.0,0.0,75.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,5.0
181,1,2010.0,4.0,-26.0,124,77,104,96,4,155,91,42000000.0,20,1,1.0,11.0,1.0,1.0,9.0,200.0,1,1.0,3,0,2,1,1,0,0,2,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,2,0,18.0,99,1,1,2,500.0,2,0.0,0.0,0.0,2,0.0,1,20.0,2,1,0,1,1,2,0,0,1,0,1,0,1,45567.0,0,1,0,3.0,2,0.0,33.3,116,1,1.0,6.973333333,2,1,11.11111111,0.0,16.66666667,22.22222222,0.0,11.11111111,22.22222222,0.0,0.0,5.555555556,0.0,0.0,0.0,11.11111111,1.0,1,1.0
182,0,2007.0,7.0,-3.0,20,238,31,0,0,122,26,1300000.0,21,2,8.0,0.0,1.0,2.0,1.0,31.0,1,0.0,1,0,2,1,1,0,1,1,0,3,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,2,25.0,99,1,1,1,370.0,2,1.0,1.0,1.0,2,0.0,1,0.0,1,1,0,0,1,2,0,0,0,0,0,0,1,2992604.0,0,1,0,2.0,1,0.0,18.0,53,0,8.0,8.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0
183,0,2007.0,7.0,-30.0,72,56,31,0,0,9,226,1750000.0,13,0,0.0,2.0,3.0,0.0,5.0,31.0,0,0.0,3,0,1,1,1,0,1,1,0,3,0,3,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,2,0,18.0,104,1,1,2,500.0,2,0.0,0.0,0.0,0,0.0,1,25.0,1,1,0,0,1,2,1,0,1,0,0,0,1,14553250.0,0,0,0,2.0,1,1.0,18.0,59,0,1.0,6.9,1,0,12.96296296,3.703703704,22.22222222,1.851851852,3.703703704,14.81481481,20.37037037,3.703703704,1.851851852,11.11111111,0.0,0.0,0.0,3.703703704,9.0,0,0.0
184,1,2005.0,9.0,-207.0,126,85,9,0,0,30,200,10000000.0,21,2,0.0,8.0,2.0,1.0,3.0,9.0,0,0.0,3,0,2,1,1,0,1,1,0,3,0,3,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,18.0,104,1,1,1,500.0,2,0.0,0.0,0.0,2,1.0,1,25.0,2,1,1,0,1,2,0,0,0,0,0,0,1,255878.0,0,0,0,3.0,2,4.0,1.125,62,1,23.0,3.977777778,3,1,13.82352941,0.0,18.82352941,13.82352941,8.382352941,5.0,22.20588235,7.941176471,5.0,5.0,0.0,0.0,0.0,0.0,6.0,0,4.0
185,1,2012.0,2.0,-725.0,20,264,244,-194,0,20,183,10000000.0,21,2,0.0,3.0,1.0,0.0,5.0,50.0,0,0.0,3,0,2,1,0,0,1,1,0,3,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,18.0,115,1,1,2,500.0,2,0.0,0.0,0.0,2,0.0,1,21.0,2,1,0,0,1,2,0,0,0,0,0,0,1,147869.0,0,1,0,3.0,2,3.0,7.14,62,1,1.0,10.22222222,0,1,11.11111111,0.0,0.0,27.77777778,11.11111111,5.555555556,22.22222222,5.555555556,11.11111111,5.555555556,0.0,0.0,0.0,0.0,3.0,0,1.0
